epoch,loss,acc
0,1.493836264476142,44.74599838256836
1,1.0846623430776474,61.22200012207031
2,0.8996488406225238,68.19000244140625
3,0.7997309987807213,72.0479965209961
4,0.72500846148147,74.74800109863281
5,0.6628527844805852,77.03199768066406
6,0.6251145348219616,78.16600036621094
7,0.5854000580280333,79.71600341796875
8,0.5506096491423409,80.85199737548828
9,0.5297766340815503,81.70999908447266
10,0.5025054048699187,82.43000030517578
11,0.47997181174700215,83.57599639892578
12,0.4654489845571006,83.69400024414062
13,0.4511650929899167,84.34600067138672
14,0.43192860552721923,84.85399627685547
15,0.41787557627843774,85.50599670410156
16,0.4055812268153481,85.80799865722656
17,0.39511297921390487,86.26399993896484
18,0.37788875610627176,86.75
19,0.36847878821060787,87.14399719238281
20,0.35824099324091013,87.49600219726562
21,0.34686145537039814,87.8479995727539
22,0.34075890283298005,88.24600219726562
23,0.33409257564703215,88.33200073242188
24,0.3219403252577233,88.68399810791016
25,0.31747871797407984,88.8740005493164
26,0.3052619267302706,89.2300033569336
27,0.30157123353627635,89.43000030517578
28,0.28986764621094363,89.8740005493164
29,0.28772024964661247,89.87999725341797
30,0.2845878847267317,90.05000305175781
31,0.27795922685690855,90.0780029296875
32,0.27296375751952684,90.39600372314453
33,0.2660016675129571,90.71399688720703
34,0.2582458920414795,90.8280029296875
35,0.2564142876688172,90.9520034790039
36,0.2504325240774228,91.21199798583984
37,0.24743748637264038,91.31199645996094
38,0.243095653041092,91.38800048828125
39,0.23948873207925836,91.50599670410156
40,0.2366915284024785,91.68399810791016
41,0.2315174704965423,91.86599731445312
42,0.22535352090664226,92.13400268554688
43,0.22354592737334464,92.09600067138672
44,0.22126604395601757,92.30400085449219
45,0.21507410436411342,92.46399688720703
46,0.21467178255853142,92.447998046875
47,0.20906544615850425,92.6259994506836
48,0.20439182804978412,92.86000061035156
49,0.20077797558987537,92.96399688720703
50,0.1969239441939937,93.052001953125
51,0.19568189332628494,93.1500015258789
52,0.1902754211517246,93.21800231933594
