epoch,loss,acc
0,1.3399410500855702,50.9640007019043
1,0.879519530574379,68.7020034790039
2,0.6882717038511925,75.91999816894531
3,0.5797797335535669,80.15599822998047
4,0.5132160388752628,82.39199829101562
5,0.458953974801866,84.1259994506836
6,0.41362138538409376,85.69200134277344
7,0.3795110161804482,86.78399658203125
8,0.35004313629301614,87.77200317382812
9,0.3248760946418928,88.75800323486328
10,0.30378232656232534,89.41799926757812
11,0.28252388254913224,90.18399810791016
12,0.2630436768769608,90.91200256347656
13,0.25589869295239753,91.12000274658203
14,0.2341347935292727,91.76200103759766
15,0.2214232115527553,92.1719970703125
16,0.21313239386319505,92.59400177001953
17,0.20062689163038494,92.99400329589844
18,0.18902423190872383,93.37200164794922
19,0.18080665039665558,93.62000274658203
20,0.17304987010672268,93.96800231933594
21,0.16263080940908178,94.27400207519531
22,0.1536272190739889,94.4800033569336
23,0.1505776851740487,94.7959976196289
24,0.14046558489084549,95.1520004272461
25,0.13806143088642595,95.06400299072266
26,0.1281949625257641,95.50399780273438
27,0.12084605755365413,95.70999908447266
28,0.1183153417942774,95.79399871826172
29,0.113818318966557,96.01399993896484
30,0.11156582139680148,96.0719985961914
31,0.1060460414594549,96.19400024414062
32,0.10052973444542616,96.49400329589844
33,0.1018938158574464,96.38200378417969
34,0.09631301496473267,96.55799865722656
35,0.08434431093370975,97.05400085449219
36,0.0870744396415551,96.79399871826172
37,0.07842580797365102,97.2760009765625
38,0.08226527334155177,97.0999984741211
39,0.08345558982142402,96.97000122070312
40,0.07303479204521231,97.39399719238281
41,0.07513469520984861,97.37000274658203
42,0.07318317244910752,97.43399810791016
43,0.0632981693996188,97.81800079345703
44,0.06653147858455587,97.65799713134766
45,0.0644201925619865,97.73400115966797
46,0.06444730082302905,97.72000122070312
47,0.06393109626181977,97.802001953125
48,0.058005111525430704,97.93599700927734
49,0.05729707490171656,97.99600219726562
50,0.058567745875462394,97.9219970703125
51,0.05572838915864487,98.05599975585938
52,0.051225209247816324,98.19999694824219
53,0.05574902915336249,98.09600067138672
54,0.04269868134261321,98.52200317382812
55,0.05201724240713564,98.23799896240234
56,0.04921533465575989,98.22799682617188
57,0.04811162682240615,98.30400085449219
58,0.04289195776614539,98.5999984741211
59,0.041736872328440554,98.5
60,0.04486187214455794,98.50199890136719
61,0.019792027462421515,99.37000274658203
62,0.01096250591760911,99.69599914550781
63,0.008571935992668886,99.81199645996094
64,0.007277838372187141,99.85199737548828
65,0.006568372154327305,99.85399627685547
66,0.0057859142732811265,99.9020004272461
67,0.005385302786823705,99.89600372314453
68,0.004938060983918998,99.90399932861328
69,0.0045780468075012175,99.91600036621094
70,0.004607666092400756,99.9280014038086
71,0.004453386529572094,99.93800354003906
