epoch,loss,acc
0,1.8356433497060596,28.5939998626709
1,1.5734331592574449,36.358001708984375
2,1.4803696997330318,39.68000030517578
3,1.3842705346434319,41.15800094604492
4,1.3530026680368292,43.92399978637695
5,1.2931551065896174,44.38800048828125
6,1.2670918722896625,45.52000045776367
7,1.2552663029917062,45.018001556396484
8,1.2448250483673857,45.9119987487793
9,1.2114823719729548,46.28799819946289
10,1.2094564039993774,45.448001861572266
11,1.1615942492509437,46.891998291015625
12,1.1456736398627385,46.349998474121094
13,1.125979891442277,48.27799987792969
14,1.1426776869370199,46.84000015258789
15,1.1332729929853278,49.4640007019043
16,1.1237538580013358,46.93199920654297
17,1.0730410661843732,44.448001861572266
18,1.081808324283956,49.9739990234375
19,1.0922531155140505,49.38399887084961
20,1.0822711453565856,49.55799865722656
21,1.065952631632995,51.02399826049805
22,1.0699670098321823,47.94599914550781
23,1.0500430294010035,48.88800048828125
24,1.034637878617972,51.07400131225586
25,1.041956721288164,48.13800048828125
26,1.062189264332547,49.507999420166016
27,1.0099063851796757,53.47800064086914
28,1.0519168269070214,54.608001708984375
29,1.020036419219983,53.13399887084961
30,1.021492230274793,48.43000030517578
31,0.9761447988431472,54.80400085449219
32,0.9912038428323043,52.70600128173828
33,0.9981725571481773,51.74399948120117
34,0.9893751322003581,50.731998443603516
35,0.9874375478538406,48.305999755859375
36,0.97823079723074,49.731998443603516
37,1.013996345307821,51.779998779296875
38,0.9866962090630056,49.742000579833984
39,0.9950649228394793,49.757999420166016
40,0.9798149284346939,51.87200164794922
41,0.969035163750429,52.34000015258789
42,0.9725587950338184,53.75600051879883
43,0.9950418203230709,49.9739990234375
44,0.9617069587683129,52.805999755859375
45,0.9665690650567984,49.858001708984375
46,0.9789642939520309,50.48400115966797
47,0.9292684514504259,50.65599822998047
48,0.9426269616617267,50.70600128173828
49,0.9320457155823403,51.47999954223633
50,0.9566125857555653,53.689998626708984
51,0.9307684357399526,51.349998474121094
52,0.9536769446509573,54.35599899291992
53,0.9354722316917556,51.63600158691406
54,0.9511427103977679,53.917999267578125
55,0.9326870328058368,55.417999267578125
56,0.9360885660133094,49.70399856567383
57,0.9454536678083717,48.433998107910156
58,0.917995856927179,53.305999755859375
59,0.9030718156863051,53.83399963378906
60,0.9626709200499003,56.09000015258789
61,0.8970613214365967,52.45199966430664
62,0.8137935403724919,52.82600021362305
63,0.868402038103022,54.31399917602539
64,0.8510348075224311,50.5260009765625
65,0.8414926047310652,53.99599838256836
66,0.8456543519368867,52.534000396728516
67,0.8500267258652335,53.358001708984375
68,0.8226071322608329,48.69200134277344
69,0.8320575662986245,53.487998962402344
70,0.8350026966227443,55.76599884033203
71,0.8345214438903362,50.816001892089844
72,0.8648833630563658,55.70199966430664
73,0.8428490709637284,52.428001403808594
74,0.8177456552891628,55.981998443603516
75,0.8167146387726755,56.737998962402344
76,0.8386815842860342,52.38999938964844
77,0.8302142706406695,55.81800079345703
78,0.8498114102217548,56.93000030517578
79,0.7953040619545123,53.88399887084961
80,0.8546154832424563,51.27000045776367
81,0.8071211659542435,55.40399932861328
82,0.8081920210205381,51.38800048828125
83,0.8276248885809309,55.577999114990234
84,0.8216361786474657,56.034000396728516
85,0.8424367728974204,52.742000579833984
86,0.819612952535186,56.13800048828125
87,0.7944103740822629,55.13399887084961
88,0.8061717847919525,57.44200134277344
89,0.8389256490808924,53.2760009765625
90,0.7989890544920626,52.31399917602539
91,0.8111386975306837,58.79399871826172
92,0.8004421938277418,56.880001068115234
93,0.7967892508963337,54.06999969482422
94,0.8335508018865457,52.56399917602539
95,0.8059415536387192,53.917999267578125
96,0.8355963884488397,55.47800064086914
97,0.8173133948498674,51.79999923706055
98,0.8399470446016782,55.09199905395508
99,0.814484919533324,51.69200134277344
100,0.8211123453991492,54.257999420166016
101,0.8246814865723747,51.63600158691406
102,0.8002964236756878,53.847999572753906
103,0.8084446056591122,52.91400146484375
104,0.8148097386750419,53.34000015258789
105,0.8029537200308441,54.22800064086914
106,0.8148363032485442,54.922000885009766
107,0.8253724921180312,54.757999420166016
108,0.8194524945734102,54.64400100708008
109,0.8238791196185458,51.93000030517578
110,0.7978216836424282,56.87200164794922
111,0.8088734612211852,54.5620002746582
112,0.8096823934989664,51.49599838256836
113,0.7965345344580043,49.37200164794922
114,0.7863657360853594,51.624000549316406
115,0.8470487358320095,50.45199966430664
116,0.8215323739477893,54.27199935913086
117,0.7939520772079678,56.37799835205078
118,0.8541439840822573,53.125999450683594
119,0.8054590199685767,51.75600051879883
120,0.7773350028373549,51.93600082397461
121,0.812121722332733,54.79999923706055
122,0.8280414782769387,54.03200149536133
123,0.8268520430759396,52.84199905395508
124,0.8162777697205391,54.5099983215332
125,0.8077851918899952,54.1879997253418
126,0.83229196637564,52.97200012207031
